date,year,month,avg_price_spain_eur_mwh,min_price_spain_eur_mwh,max_price_spain_eur_mwh,daily_price_range,avg_total_matched_volume,avg_buy_sell_volume_gap,avg_total_steps,avg_total_steps_from_sides,avg_quarter_row_share,n_high_price_hours,n_low_price_hours,z_avg_price,z_daily_range,z_high_price_hours,z_steps,score_core,score_extended,score_base,score_no_steps,score_price_range_only,score_price_only,score_range_only,internal_stress_event
2024-08-04,2024,8,75.47666666666666,0.44,144.24,143.8,48429.21666666667,-3.0316490059097606e-13,1843.625,1843.625,0,0,4,0.289690914174427,0.8016724154163491,0,0.09565335725145,0.4365453318363105,0.3915425010819166,0.3915425010819166,0.4365453318363105,0.545681664795388,0.289690914174427,0.8016724154163491,TRUE
2024-08-11,2024,8,69.2225,0,136.29,136.29,48102.6,0,1785.8333333333333,1785.8333333333333,0,0,7,0.2651989490809435,0.758820693216475,0,0.08793358659598469,0.40960785691896745,0.36720023346369496,0.36720023346369496,0.40960785691896745,0.5120098211487093,0.2651989490809435,0.758820693216475,TRUE
2024-08-21,2024,8,80.67125,5.22,165.01,159.79,51242.208333333336,-1.5158245029548803e-13,1838.5416666666667,1838.5416666666667,0,0,0,0.3100334410778553,0.8929106361854546,0,0.09497432911881355,0.481177630905324,0.4305278599540398,0.4305278599540398,0.481177630905324,0.601472038631655,0.3100334410778553,0.8929106361854546,TRUE
2024-09-23,2024,9,91.09916666666666,20.5,157.66,137.16,47295.26666666666,0,1818,1818,0,0,0,0.3508702439022798,0.7637848740838373,0,0.09223038756643835,0.4458620471944469,0.3993523300517848,0.3993523300517848,0.4458620471944469,0.5573275589930585,0.3508702439022798,0.7637848740838373,TRUE
2024-09-30,2024,9,92.13833333333334,8.06,176.21,168.15,46389.35833333333,0,1786.0833333333333,1786.0833333333333,0,0,0,0.35493972830888526,0.9406124201522917,0,0.08796698142217992,0.5182208593844708,0.46223995010362995,0.46223995010362995,0.5182208593844708,0.6477760742305885,0.35493972830888526,0.9406124201522917,TRUE
2024-10-10,2024,10,76.18166666666667,39.83,180,140.17000000000002,52243.01666666666,0,1857.2083333333333,1857.2083333333333,0,0,0,0.29245176726824273,0.7809597986939067,0,0.09746780947472446,0.42936462638485984,0.3854408290342247,0.3854408290342247,0.42936462638485984,0.5367057829810747,0.29245176726824273,0.7809597986939067,TRUE
2024-11-25,2024,11,82.00625,3.33,159.82,156.48999999999998,36436.041666666664,-5536.1916666666675,1801.375,1801.375,0,0,3,0.31526143948954893,0.8740809846195979,0,0.09000963162445517,0.47573696964365875,0.4252708116006469,0.4252708116006469,0.47573696964365875,0.5946712120545734,0.31526143948954893,0.8740809846195979,TRUE
2024-12-09,2024,12,67.18875,3.85,137.21,133.36,58244.50833333333,0,1770.4583333333333,1770.4583333333333,0,0,2,0.25723457322342896,0.7421022450080025,0,0.0858798047849777,0.3997347272925726,0.3583558668594988,0.3583558668594988,0.3997347272925726,0.49966840911571575,0.25723457322342896,0.7421022450080025,TRUE
2025-01-01,2025,1,103.62416666666667,20.59,152.99,132.4,40879.61666666667,7.579122514774402e-14,1563.8333333333333,1563.8333333333333,0,0,0,0.3999194424838997,0.736624528188844,0,0.058278980934615456,0.45461758826909754,0.40361828782892184,0.40361828782892184,0.45461758826909754,0.5682719853363719,0.3999194424838997,0.736624528188844,TRUE
2025-01-31,2025,1,96.33416666666666,39,184.48,145.48,58931.549999999996,0,1858.2083333333333,1858.2083333333333,0,0,0,0.3713710466627413,0.811258419849876,0,0.0976013887795054,0.473051786605047,0.42368045215736655,0.42368045215736655,0.473051786605047,0.5913147332563087,0.3713710466627413,0.811258419849876,TRUE
2025-02-01,2025,2,95.25916666666667,5.06,162.98,157.92,53442.84166666667,0,1819.4583333333333,1819.4583333333333,0,0,0,0.3671612352076322,0.8822405002981358,0,0.09242519071924388,0.4997606942023073,0.44653312649894317,0.44653312649894317,0.4997606942023073,0.624700867752884,0.3671612352076322,0.8822405002981358,TRUE
2025-02-04,2025,2,143.38625,100.39,240,139.61,53766.28333333333,-1.5158245029548803e-13,1937.2083333333333,1937.2083333333333,0,3,0,0.5556318833170801,0.777764463882731,0.125,0.10815415385719986,0.5583585388799245,0.5025041369056539,0.5025041369056539,0.5583585388799245,0.6666981735999056,0.5556318833170801,0.777764463882731,TRUE
2025-02-05,2025,2,117.50874999999999,30,189.9,159.9,54765.066666666666,0,1914.3333333333333,1914.3333333333333,0,0,0,0.4542929103593261,0.8935382912376499,0,0.10509852726033579,0.5391324806387905,0.48225077328497523,0.48225077328497523,0.5391324806387905,0.673915600798488,0.4542929103593261,0.8935382912376499,TRUE
2025-02-06,2025,2,138.60291666666666,85.3,231,145.7,54700.63333333333,-1.5158245029548803e-13,1912.2083333333333,1912.2083333333333,0,2,0,0.5368998540517109,0.8125137299542665,0.08333333333333333,0.1048146712376763,0.5564321002690578,0.4994428881925264,0.4994428881925264,0.5564321002690578,0.6747067920029888,0.5368998540517109,0.8125137299542665,TRUE
2025-02-12,2025,2,119.86,62,194.44,132.44,56039.458333333336,0,1921.1666666666667,1921.1666666666667,0,0,0,0.46350064913497757,0.7368527663896424,0,0.10601131917633892,0.480141366209848,0.43072482735125084,0.43072482735125084,0.480141366209848,0.6001767077623099,0.46350064913497757,0.7368527663896424,TRUE
2025-02-14,2025,2,121.06875,55,201.66,146.66,53640.708333333336,-1.5158245029548803e-13,1959.7916666666667,1959.7916666666667,0,0,0,0.4682342394571758,0.8179914467734248,0,0.11117081982350283,0.5144902744922403,0.46129607216306046,0.46129607216306046,0.5144902744922403,0.6431128431153004,0.4682342394571758,0.8179914467734248,TRUE
2025-02-16,2025,2,88.21958333333333,12,161.56,149.56,45858.775,1.5158245029548803e-13,1854.875,1854.875,0,0,0,0.33959349701613295,0.834538716331299,0,0.0971561244302356,0.46965288533897276,0.4206618871146247,0.4206618871146247,0.46965288533897276,0.587066106673716,0.33959349701613295,0.834538716331299,TRUE
2025-02-18,2025,2,79.73458333333333,7.03,159.88,152.85,52844.583333333336,0,1940.5,1940.5,0,0,0,0.3063653572983649,0.853311308346956,0,0.1085938524021038,0.4638706662581284,0.4167462182160727,0.4167462182160727,0.4638706662581284,0.5798383328226604,0.3063653572983649,0.853311308346956,TRUE
